Date,sp500,tnote
20-Jan-10,1876.9,1.6972
21-Jan-10,1841.39,1.7051
22-Jan-10,1800.61,1.7031
25-Jan-10,1808.93,1.7023
26-Jan-10,1801.34,1.7024
27-Jan-10,1810.21,1.6999
28-Jan-10,1788.97,1.701
29-Jan-10,1771.4,1.7072
1-Feb-10,1796.67,1.6989
2-Feb-10,1819.99,1.701
3-Feb-10,1810.64,1.6934
4-Feb-10,1754.3,1.7066
5-Feb-10,1759.38,1.7116
8-Feb-10,1744.37,1.7134
9-Feb-10,1767.18,1.7042
10-Feb-10,1763.69,1.6985
11-Feb-10,1781.01,1.6962
12-Feb-10,1776.5,1.6996
16-Feb-10,1808.72,1.7043
17-Feb-10,1816.7,1.6948
18-Feb-10,1828.81,1.6867
19-Feb-10,1833.09,1.6898
22-Feb-10,1831.21,1.6881
23-Feb-10,1809.05,1.7017
24-Feb-10,1826.99,1.7015
25-Feb-10,1823.64,1.7092
26-Feb-10,1826.27,1.7108
1-Mar-10,1844.87,1.7127
2-Mar-10,1849.17,1.7133
3-Mar-10,1850.24,1.7117
4-Mar-10,1857.2,1.7139
5-Mar-10,1883.28,1.7045
8-Mar-10,1883.29,1.7005
9-Mar-10,1886.6,1.7034
10-Mar-10,1895.38,1.7004
11-Mar-10,1903.68,1.6999
12-Mar-10,1903.29,1.7032
15-Mar-10,1904.19,1.7051
16-Mar-10,1919.02,1.7109
17-Mar-10,1930.22,1.7122
18-Mar-10,1929.63,1.7081
19-Mar-10,1919.8,1.7059
22-Mar-10,1929.64,1.7112
23-Mar-10,1943.7,1.7091
24-Mar-10,1933.04,1.6883
25-Mar-10,1929.75,1.6852
26-Mar-10,1931.18,1.6892
29-Mar-10,1942.51,1.6876
30-Mar-10,1942.81,1.6888
31-Mar-10,1936.48,1.6929
1-Apr-10,1950.91,1.6876
5-Apr-10,1966.44,1.6716
6-Apr-10,1969.76,1.6768
7-Apr-10,1959.04,1.6901
8-Apr-10,1965.72,1.6857
9-Apr-10,1978.86,1.687
12-Apr-10,1982.4,1.6934
13-Apr-10,1983.91,1.6963
14-Apr-10,2006.06,1.6911
15-Apr-10,2007.74,1.695
16-Apr-10,1975.36,1.7043
19-Apr-10,1984.32,1.7001
20-Apr-10,2000.33,1.7004
21-Apr-10,1998.31,1.7091
22-Apr-10,2002.93,1.7045
23-Apr-10,2017.19,1.6993
26-Apr-10,2008.55,1.7006
27-Apr-10,1961.6,1.7167
28-Apr-10,1974.63,1.7066
29-Apr-10,2000.34,1.7123
30-Apr-10,1967.05,1.7211
3-May-10,1992.87,1.7182
4-May-10,1945.37,1.7289
5-May-10,1933.25,1.7316
6-May-10,1870.95,1.7471
7-May-10,1842.32,1.7445
10-May-10,1923.39,1.7321
11-May-10,1917.25,1.7355
12-May-10,1944.25,1.7308
13-May-10,1920.76,1.7369
14-May-10,1884.67,1.7447
17-May-10,1887.11,1.7429
18-May-10,1860.65,1.7605
19-May-10,1851.28,1.7574
20-May-10,1779.3,1.777
21-May-10,1806.05,1.7738
24-May-10,1782.77,1.7798
25-May-10,1783.4,1.7835
26-May-10,1773.65,1.7797
27-May-10,1832.61,1.7572
28-May-10,1809.98,1.7653
1-Jun-10,1778.99,1.7705
2-Jun-10,1825.25,1.7617
3-Jun-10,1832.72,1.759
4-Jun-10,1769.72,1.7799
7-Jun-10,1745.87,1.7883
8-Jun-10,1765.29,1.7831
9-Jun-10,1754.91,1.7847
10-Jun-10,1806.69,1.7664
11-Jun-10,1815.26,1.778
14-Jun-10,1812.02,1.7769
15-Jun-10,1854.61,1.7709
16-Jun-10,1853.62,1.7771
17-Jun-10,1856.25,1.7862
18-Jun-10,1858.7,1.7824
21-Jun-10,1851.55,1.7802
22-Jun-10,1822.05,1.7907
23-Jun-10,1816.65,1.7971
24-Jun-10,1786.13,1.7948
25-Jun-10,1791.24,1.799
28-Jun-10,1787.94,1.811
29-Jun-10,1732.55,1.8205
30-Jun-10,1715.23,1.8231
1-Jul-10,1709.77,1.8211
2-Jul-10,1701.86,1.8162
6-Jul-10,1710.97,1.8238
7-Jul-10,1765.42,1.8164
8-Jul-10,1782.1,1.8089
9-Jul-10,1794.94,1.8057
12-Jul-10,1796.3,1.8047
13-Jul-10,1824.07,1.7962
14-Jul-10,1823.82,1.8078
15-Jul-10,1826,1.8158
16-Jul-10,1773.43,1.8265
19-Jul-10,1784.06,1.8217
20-Jul-10,1804.48,1.8236
21-Jul-10,1781.6,1.8344
22-Jul-10,1821.76,1.8255
23-Jul-10,1836.75,1.8168
26-Jul-10,1857.34,1.8175
27-Jul-10,1855.39,1.8095
28-Jul-10,1842.66,1.819
29-Jul-10,1835.29,1.8186
30-Jul-10,1835.4,1.8293
2-Aug-10,1875.85,1.8235
3-Aug-10,1866.87,1.8306
4-Aug-10,1878.81,1.8254
5-Aug-10,1876.51,1.8331
6-Aug-10,1869.77,1.8437
9-Aug-10,1880.06,1.8433
10-Aug-10,1868.88,1.8518
11-Aug-10,1817.13,1.8613
12-Aug-10,1807.61,1.8575
13-Aug-10,1800.39,1.8669
16-Aug-10,1800.7,1.882
17-Aug-10,1823.18,1.872
18-Aug-10,1826.14,1.8715
19-Aug-10,1795.24,1.8794
20-Aug-10,1788.67,1.8748
23-Aug-10,1781.47,1.8777
24-Aug-10,1755.65,1.892
25-Aug-10,1761.62,1.8854
26-Aug-10,1748.14,1.8937
27-Aug-10,1777.6,1.8704
30-Aug-10,1751.79,1.8868
31-Aug-10,1752.55,1.8946
1-Sep-10,1804.46,1.8802
2-Sep-10,1820.98,1.8729
3-Sep-10,1845.1,1.8623
7-Sep-10,1824.05,1.8775
8-Sep-10,1836.21,1.8705
9-Sep-10,1845.09,1.8562
10-Sep-10,1854.1,1.8512
13-Sep-10,1875.41,1.8578
14-Sep-10,1874.07,1.8678
15-Sep-10,1880.74,1.8622
16-Sep-10,1880.37,1.8573
17-Sep-10,1881.93,1.8607
20-Sep-10,1910.6,1.8661
21-Sep-10,1905.74,1.8838
22-Sep-10,1896.77,1.8867
23-Sep-10,1880.97,1.8877
24-Sep-10,1920.84,1.879
27-Sep-10,1909.98,1.8908
28-Sep-10,1919.59,1.8996
29-Sep-10,1914.84,1.8949
30-Sep-10,1908.95,1.893
1-Oct-10,1917.42,1.8934
4-Oct-10,1902.15,1.9
5-Oct-10,1941.82,1.9007
6-Oct-10,1941.5,1.9125
7-Oct-10,1938.31,1.9151
8-Oct-10,1950.18,1.9141
12-Oct-10,1957.92,1.9083
13-Oct-10,1972.08,1.9099
14-Oct-10,1964.9,1.8957
15-Oct-10,1968.87,1.8868
18-Oct-10,1983.17,1.8963
19-Oct-10,1951.67,1.9012
20-Oct-10,1972.51,1.9009
21-Oct-10,1976.12,1.8904
22-Oct-10,1980.83,1.8889
25-Oct-10,1985.11,1.8882
26-Oct-10,1985.13,1.876
27-Oct-10,1980.05,1.8633
28-Oct-10,1982.45,1.8728
29-Oct-10,1981.59,1.8831
1-Nov-10,1983.47,1.8795
2-Nov-10,1998.86,1.8851
3-Nov-10,2006.58,1.8879
4-Nov-10,2045.62,1.9012
5-Nov-10,2053.77,1.8943
8-Nov-10,2049.69,1.8915
9-Nov-10,2033.85,1.8744
10-Nov-10,2043.16,1.8849
12-Nov-10,2010.57,1.8612
15-Nov-10,2008.25,1.8341
16-Nov-10,1976.26,1.8536
17-Nov-10,1977,1.8473
18-Nov-10,2007.38,1.844
19-Nov-10,2012.59,1.848
22-Nov-10,2009.52,1.8598
23-Nov-10,1980.89,1.8643
24-Nov-10,2010.56,1.8422
26-Nov-10,1996.03,1.8501
29-Nov-10,1993.83,1.8579
30-Nov-10,1981.84,1.8617
1-Dec-10,2024.97,1.8384
2-Dec-10,2050.96,1.8341
3-Dec-10,2056.4,1.832
6-Dec-10,2053.8,1.8429
7-Dec-10,2054.89,1.8145
8-Dec-10,2063.03,1.7939
9-Dec-10,2071.12,1.8021
10-Dec-10,2083.57,1.7866
13-Dec-10,2084,1.7936
14-Dec-10,2085.93,1.7687
15-Dec-10,2075.29,1.761
16-Dec-10,2088.19,1.7755
17-Dec-10,2089.95,1.788
20-Dec-10,2095.32,1.789
21-Dec-10,2108.26,1.7938
22-Dec-10,2115.69,1.7878
23-Dec-10,2112.37,1.7832
27-Dec-10,2113.67,1.7916
28-Dec-10,2115.32,1.7717
29-Dec-10,2117.83,1.7892
30-Dec-10,2114.7,1.7879
31-Dec-10,2114.29,1.8005
